track_name,artist_name,release_date,popularity,danceability,energy,loudness,tempo,instrumentalness,key,mode,release_year,release_month,duration_s
Song 425,Artist 425,2015-01-01,50.295948,0.70561576,0.9154671,-5.573903,116.20443,0.06213846,8,0,2015,1,153.273
Song 426,Artist 426,2015-01-01,70.47335,0.7239779,0.700035,-5.1026373,133.18358,0.017848408,10,1,2015,1,165.33
Song 427,Artist 427,2025-12-31,65.90228,0.6660045,0.80493593,-8.422535,158.03882,0.07568836,4,1,2025,12,226.422
Song 428,Artist 428,2015-01-01,73.427895,0.48774445,0.5434398,-9.315316,119.26804,0.0047615226,6,0,2015,1,272.089
Song 429,Artist 429,2025-12-31,69.52758,0.46265775,0.85482424,-2.171438,77.33311,0.09591309,10,1,2025,12,153.212
Song 430,Artist 430,2015-01-01,75.74329,0.658601,0.85600334,-6.3175125,145.27542,0.0071875253,6,1,2015,1,237.594
Song 431,Artist 431,2025-12-31,51.971474,0.8196574,0.5875588,-5.092097,142.64876,0.05794484,4,0,2025,12,282.152
Song 432,Artist 432,2015-01-01,79.76091,0.86804026,0.6464096,-9.4662285,61.74424,0.09021943,1,0,2015,1,182.675
Song 433,Artist 433,2025-12-31,62.963993,0.36354348,0.5258142,-10.657853,119.88588,0.0011904469,4,1,2025,12,172.007
Song 434,Artist 434,2025-12-31,91.128914,0.39289716,0.98593664,-8.708349,72.295746,0.049851447,6,0,2025,12,263.805
Song 435,Artist 435,2025-12-31,49.66218,0.86684173,0.78736156,-7.372064,100.06047,0.035000697,6,0,2025,12,232.641
Song 436,Artist 436,2025-12-31,86.03946,0.7419211,0.9607263,-10.19266,92.91573,0.05803322,3,1,2025,12,245.815
Song 437,Artist 437,2025-12-31,62.968662,0.8297963,0.5820313,-7.0295343,144.27794,0.022545738,0,0,2025,12,196.815
Song 438,Artist 438,2015-01-01,50.22873,0.42157957,0.86913455,-12.0655155,123.504906,0.006489922,5,1,2015,1,233.482
Song 439,Artist 439,2015-01-01,52.74171,0.65255153,0.8595152,-10.360143,81.43227,0.0625933,2,0,2015,1,150.639
Song 440,Artist 440,2015-01-01,55.19479,0.72068375,0.8149934,-4.987266,146.40198,0.041684926,10,0,2015,1,213.593
Song 441,Artist 441,2025-12-31,66.36249,0.7080671,0.9793834,-5.1886287,76.985825,0.062248554,4,1,2025,12,228.038
Song 442,Artist 442,2015-01-01,67.84253,0.544891,0.6361332,-8.175631,129.90341,0.021053914,3,1,2015,1,243.899
Song 443,Artist 443,2025-12-31,51.3945,0.30923694,0.4784304,-10.053293,95.57968,0.033874128,1,1,2025,12,153.736
Song 444,Artist 444,2025-12-31,59.63468,0.64975566,0.8030253,-10.082211,109.029686,0.05616814,11,0,2025,12,166.473
Song 445,Artist 445,2015-01-01,92.134056,0.45186093,0.83758587,-8.119804,135.12813,0.05931128,6,1,2015,1,278.771
Song 446,Artist 446,2015-01-01,85.91315,0.5701525,0.74503636,-5.0664444,135.64348,0.037231483,4,1,2015,1,275.801
Song 447,Artist 447,2025-12-31,66.54485,0.8745486,0.5240907,-4.215263,160.10907,0.02800532,6,0,2025,12,257.598
Song 448,Artist 448,2015-01-01,60.570053,0.5394212,0.70267355,-8.489595,117.53239,0.027370064,8,0,2015,1,236.623
Song 449,Artist 449,2025-12-31,61.80047,0.803881,0.58731383,-10.460477,129.19353,0.017469935,3,0,2025,12,186.82
Song 450,Artist 450,2025-12-31,69.20277,0.41312435,0.6564799,-6.1964693,106.86788,0.032540496,4,1,2025,12,207.589
Song 451,Artist 451,2025-12-31,44.65811,0.7034763,0.78713113,-9.470605,125.459694,0.019944035,8,0,2025,12,168.414
Song 452,Artist 452,2025-12-31,56.13935,0.8862042,0.84712887,-8.554758,133.18459,0.06338154,9,0,2025,12,277.378
Song 453,Artist 453,2025-12-31,34.971237,0.36113587,0.53933483,-3.0241718,117.050705,0.0569067,10,1,2025,12,174.22
Song 454,Artist 454,2015-01-01,65.98835,0.30499196,0.6431952,-4.518654,65.88748,0.038258884,3,0,2015,1,210.531
Song 455,Artist 455,2015-01-01,69.70794,0.56014967,0.5614969,-6.5260773,129.94412,0.032583002,4,0,2015,1,260.002
Song 456,Artist 456,2025-12-31,52.752205,0.3555753,0.519179,-10.815757,130.93684,0.02376142,4,1,2025,12,159.387
Song 457,Artist 457,2025-12-31,83.6098,0.7490306,0.8700323,-6.3658104,99.594795,0.053545833,7,0,2025,12,226.815
Song 458,Artist 458,2015-01-01,41.613514,0.8487292,0.94555163,-3.8120282,81.46839,0.091890275,3,1,2015,1,177.584
Song 459,Artist 459,2015-01-01,38.034378,0.5604126,0.62213933,-8.126901,164.27637,0.06857031,3,1,2015,1,194.783
Song 460,Artist 460,2025-12-31,63.366776,0.455227,0.8507674,-2.9466577,134.74336,0.07444147,6,1,2025,12,274.494
Song 461,Artist 461,2015-01-01,75.706474,0.560642,0.9381972,-3.1217642,113.12757,0.083437786,10,1,2015,1,265.814
Song 462,Artist 462,2025-12-31,85.25892,0.7340687,0.90767455,-2.0088015,85.889015,0.035163496,4,1,2025,12,280.752
Song 463,Artist 463,2015-01-01,53.116737,0.3054325,0.509688,-6.0842705,95.34556,0.006287578,5,0,2015,1,291.929
Song 464,Artist 464,2025-12-31,76.180214,0.6536724,0.97377515,-5.237825,159.07771,0.06225588,5,1,2025,12,223.588
Song 465,Artist 465,2015-01-01,59.422375,0.667975,0.6260059,-2.7574382,124.12986,0.01886723,11,1,2015,1,298.067
Song 466,Artist 466,2025-12-31,57.41059,0.68261296,0.6035444,-5.6578183,103.48239,0.056904364,5,1,2025,12,163.58
Song 467,Artist 467,2015-01-01,73.2549,0.44521326,0.43745878,-8.503702,135.29068,0.07395102,9,1,2015,1,168.24
Song 468,Artist 468,2015-01-01,69.78484,0.72843164,0.6917042,-8.345629,95.568054,0.07836383,4,0,2015,1,233.446
Song 469,Artist 469,2025-12-31,36.35412,0.35483488,0.46540818,-6.284335,165.02528,0.030183911,4,0,2025,12,254.533
Song 470,Artist 470,2015-01-01,82.1481,0.4195622,0.5491239,-10.871684,160.58401,0.051243324,8,0,2015,1,230.974
Song 471,Artist 471,2025-12-31,80.70137,0.82648206,0.59016556,-7.4297767,106.00278,0.06209651,7,1,2025,12,223.401
Song 472,Artist 472,2015-01-01,50.616558,0.7432339,0.8852958,-3.7103586,101.13989,0.08194807,3,0,2015,1,293.283
Song 473,Artist 473,2025-12-31,65.93705,0.30824733,0.9252932,-13.573762,50.0,0.07613887,6,0,2025,12,153.646
Song 474,Artist 474,2015-01-01,67.41045,0.44902575,0.5814798,-2.3965538,75.552574,0.09879753,7,1,2015,1,192.816
Song 475,Artist 475,2025-12-31,63.910107,0.42864388,0.9152189,-3.6328773,79.81591,0.0008084677,11,1,2025,12,239.46
Song 476,Artist 476,2015-01-01,51.745422,0.4624838,0.9143386,-8.379293,124.05571,0.043748945,8,0,2015,1,194.112
Song 477,Artist 477,2025-12-31,49.925648,0.44853586,0.8587906,-5.3698277,110.21299,0.02560445,4,0,2025,12,201.048
Song 478,Artist 478,2015-01-01,59.616688,0.33751577,0.48801708,-6.9905567,79.63994,0.011989338,2,0,2015,1,282.85
Song 479,Artist 479,2025-12-31,77.590935,0.5753643,0.8141937,-3.3100288,111.56508,0.091151536,3,0,2025,12,195.752
Song 480,Artist 480,2025-12-31,68.154,0.73964006,0.96701443,-4.0519505,135.16011,0.099796206,9,1,2025,12,220.726
Song 481,Artist 481,2025-12-31,54.440784,0.664039,0.8095243,-11.2002125,135.83517,0.01805962,5,1,2025,12,194.788
Song 482,Artist 482,2015-01-01,71.57548,0.703723,0.5989701,-5.2382126,63.00989,0.0038433394,9,1,2015,1,154.747
Song 483,Artist 483,2025-12-31,21.458715,0.3486895,0.7003476,-7.6168838,116.15209,0.027505444,10,1,2025,12,150.045
Song 484,Artist 484,2015-01-01,77.23148,0.87089443,0.78743505,-6.7515025,78.49978,0.08348619,4,1,2015,1,157.758
Song 485,Artist 485,2025-12-31,33.904293,0.8030951,0.7063422,-9.184516,147.05186,0.029389009,8,0,2025,12,275.076
Song 486,Artist 486,2015-01-01,54.563385,0.7830542,0.47197175,-1.7555888,143.5244,0.005690148,10,1,2015,1,290.926
Song 487,Artist 487,2025-12-31,43.204952,0.7937903,0.58723843,-3.8798146,93.05918,0.0052492185,10,1,2025,12,206.95
Song 488,Artist 488,2015-01-01,40.579777,0.8596263,0.8814376,-9.219314,97.01865,0.04274228,2,0,2015,1,298.421
Song 489,Artist 489,2015-01-01,77.4124,0.6265524,0.9168508,-11.003832,106.16199,0.09318257,1,1,2015,1,169.455
Song 490,Artist 490,2025-12-31,52.98448,0.4201692,0.48238003,-8.157018,52.4162,0.028592044,5,0,2025,12,238.552
Song 491,Artist 491,2015-01-01,65.197556,0.6700702,0.97143203,-5.696492,130.07904,0.04271577,6,1,2015,1,196.116
Song 492,Artist 492,2015-01-01,59.296192,0.7457289,0.59729356,-6.2793827,111.81467,0.0101933805,4,1,2015,1,270.461
Song 493,Artist 493,2025-12-31,67.15561,0.7427504,0.79738826,-3.2406015,149.10526,0.04935728,0,1,2025,12,190.484
Song 494,Artist 494,2015-01-01,61.15233,0.61286944,0.8510951,-4.630241,87.04772,0.0696547,2,0,2015,1,231.638
Song 495,Artist 495,2015-01-01,40.755116,0.34107524,0.88716775,-4.091293,101.426315,0.027115036,2,1,2015,1,284.476
Song 496,Artist 496,2015-01-01,74.944,0.52266777,0.96744984,-6.019434,74.804245,0.02967113,11,0,2015,1,250.647
Song 497,Artist 497,2025-12-31,52.59365,0.85245997,0.58775175,-11.167896,89.871284,0.0841975,3,1,2025,12,215.642
Song 498,Artist 498,2015-01-01,36.65127,0.65066934,0.91510385,-7.5870957,84.54054,0.0010363723,9,1,2015,1,196.009
Song 499,Artist 499,2025-12-31,53.578274,0.6229992,0.47901213,-3.8197308,149.87921,0.06364707,5,0,2025,12,278.824
Song 500,Artist 500,2015-01-01,82.5114,0.46131212,0.8230246,-7.1545687,99.05215,0.039388463,4,0,2015,1,179.605
Song 501,Artist 501,2015-01-01,72.75333,0.52106935,0.84518665,-5.490729,123.72527,0.029838052,0,1,2015,1,260.879
Song 502,Artist 502,2015-01-01,54.770218,0.8372077,0.80663395,-7.956245,108.577095,0.06575938,5,0,2015,1,270.827
Song 503,Artist 503,2025-12-31,54.761135,0.69987786,0.55138886,-10.089436,81.91604,0.08346685,8,1,2025,12,155.58
Song 504,Artist 504,2015-01-01,55.175476,0.7724322,0.92382586,-7.3700323,114.95099,0.05583921,10,1,2015,1,264.902
Song 505,Artist 505,2015-01-01,91.15122,0.5726073,0.50131506,-6.072858,137.9731,0.003109462,0,0,2015,1,155.4
Song 506,Artist 506,2025-12-31,65.729034,0.6781483,0.43218088,-8.967063,83.76722,0.04614012,7,0,2025,12,246.032
Song 507,Artist 507,2015-01-01,66.45062,0.44903016,0.83047897,-7.707134,144.27338,0.046275996,7,0,2015,1,277.319
Song 508,Artist 508,2025-12-31,75.454254,0.7232765,0.68528545,-9.81839,94.50837,0.05437985,2,1,2025,12,256.96
Song 509,Artist 509,2025-12-31,63.581837,0.5565608,0.9094588,-3.6422653,105.51048,0.06709589,8,0,2025,12,189.015
Song 510,Artist 510,2015-01-01,56.11437,0.5655273,0.63003826,-7.883367,135.92049,0.0019318403,10,1,2015,1,221.713
Song 511,Artist 511,2025-12-31,57.054752,0.6895934,0.50096714,-2.6417334,100.09692,0.050201263,10,0,2025,12,296.046
Song 512,Artist 512,2015-01-01,58.92598,0.86176836,0.9018653,-2.4137564,121.12724,0.058830775,7,0,2015,1,295.109
Song 513,Artist 513,2025-12-31,59.441666,0.33840382,0.7293458,-7.243138,110.55927,0.034335338,2,0,2025,12,297.239
Song 514,Artist 514,2025-12-31,70.914444,0.79484594,0.5135175,-10.025346,123.88104,0.06683652,9,0,2025,12,238.754
Song 515,Artist 515,2015-01-01,60.77919,0.47542986,0.8322304,-13.257693,50.0,0.022817772,4,0,2015,1,193.148
Song 516,Artist 516,2025-12-31,70.9896,0.56635165,0.7066682,-11.416111,65.10954,0.031737234,2,1,2025,12,272.79
Song 517,Artist 517,2025-12-31,58.78925,0.313148,0.7625878,-11.121505,138.479,0.09627554,4,0,2025,12,236.078
Song 518,Artist 518,2025-12-31,61.179527,0.48062766,0.676539,-2.8645911,151.11545,0.034807038,8,0,2025,12,206.879
Song 519,Artist 519,2025-12-31,30.026989,0.6015788,0.8972254,-6.6525264,92.6854,0.034650087,11,1,2025,12,269.894
Song 520,Artist 520,2025-12-31,73.74492,0.33370563,0.8977376,-5.8311863,112.679146,0.059568062,3,1,2025,12,215.839
Song 521,Artist 521,2015-01-01,65.19733,0.5946574,0.8256333,-13.661263,128.84158,0.09709753,5,1,2015,1,179.756
Song 522,Artist 522,2025-12-31,74.97015,0.8562664,0.46324083,-10.5939,140.79652,0.09830804,2,1,2025,12,293.755
Song 523,Artist 523,2015-01-01,21.458715,0.36323592,0.9033123,-4.338761,59.16968,0.057965796,2,0,2015,1,292.097
Song 524,Artist 524,2025-12-31,91.32562,0.7586644,0.8026078,-6.1396775,93.41879,0.00010870198,4,0,2025,12,299.787
Song 525,Artist 525,2015-01-01,57.906155,0.54580265,0.8182145,-7.441616,110.02262,0.09006566,7,1,2015,1,242.943
Song 526,Artist 526,2015-01-01,76.62274,0.6931042,0.6177897,-5.305473,141.09421,0.057023797,7,0,2015,1,298.188
Song 527,Artist 527,2025-12-31,44.401413,0.45614195,0.9275677,-2.0926065,194.95291,0.03659964,2,1,2025,12,186.744
Song 528,Artist 528,2025-12-31,69.19161,0.39569536,0.83522296,-7.6631274,113.15983,0.082919516,7,1,2025,12,274.697
Song 529,Artist 529,2025-12-31,44.198765,0.39627758,0.46755427,-6.7918906,77.79068,0.039983246,10,0,2025,12,266.072
Song 530,Artist 530,2015-01-01,50.643467,0.34229517,0.6446668,-6.4222093,132.06804,0.0034044506,7,0,2015,1,283.196
Song 531,Artist 531,2025-12-31,88.71047,0.411388,0.9318282,0.17632891,159.62987,0.08210722,2,1,2025,12,157.176
Song 532,Artist 532,2015-01-01,57.139763,0.6985316,0.42831802,-13.298069,123.240425,0.05458594,9,0,2015,1,241.31
Song 533,Artist 533,2015-01-01,63.261494,0.82901436,0.97685,-4.9503307,92.800545,0.033814352,9,1,2015,1,299.748
Song 534,Artist 534,2015-01-01,73.05102,0.7884754,0.80749756,-7.3444066,148.73982,0.025089238,1,1,2015,1,195.177
Song 535,Artist 535,2025-12-31,67.43523,0.7110806,0.7788256,-5.299685,139.90637,0.059379745,9,1,2025,12,260.623
Song 536,Artist 536,2025-12-31,62.256283,0.36625913,0.56233555,-8.972117,89.217575,0.020804955,1,1,2025,12,150.997
Song 537,Artist 537,2015-01-01,65.47442,0.47351247,0.5492751,-7.146895,131.44276,0.03238509,8,0,2015,1,270.179
Song 538,Artist 538,2015-01-01,96.05123,0.48588413,0.96523494,-4.8657684,149.91797,0.06365303,6,1,2015,1,270.403
Song 539,Artist 539,2025-12-31,59.13572,0.44997418,0.57896346,0.9335266,155.4567,0.08815444,5,1,2025,12,292.303
Song 540,Artist 540,2015-01-01,63.016487,0.6090034,0.86530316,-4.5758915,118.00653,0.053289033,6,1,2015,1,245.287
Song 541,Artist 541,2025-12-31,75.75982,0.6213323,0.6358731,-9.544197,109.257614,0.07591064,7,0,2025,12,269.574
Song 542,Artist 542,2015-01-01,76.582886,0.5141316,0.48355246,-8.271279,156.81822,0.07630606,11,1,2015,1,271.509
Song 543,Artist 543,2025-12-31,77.80546,0.5122735,0.40642917,-8.360242,83.69518,0.0664354,0,1,2025,12,235.447
Song 544,Artist 544,2015-01-01,69.580956,0.7971334,0.7265544,-12.3869295,133.15738,0.024583833,7,0,2015,1,259.522
Song 545,Artist 545,2025-12-31,42.854927,0.7735757,0.9854673,-7.9902706,78.8992,0.08667886,2,1,2025,12,231.144
Song 546,Artist 546,2015-01-01,84.50147,0.4846775,0.6214817,-4.8015127,151.96129,0.043627564,2,1,2015,1,242.693
Song 547,Artist 547,2025-12-31,42.804817,0.84827304,0.6143154,-10.822697,112.25864,0.0044210744,5,1,2025,12,244.315
Song 548,Artist 548,2025-12-31,64.539536,0.871689,0.60645497,-3.854552,158.0575,0.024461268,3,1,2025,12,177.387
Song 549,Artist 549,2015-01-01,48.685863,0.49604553,0.7123263,-5.5366755,134.74239,0.076554835,3,0,2015,1,154.09
Song 550,Artist 550,2015-01-01,59.037926,0.51265496,0.6643989,-9.2027,83.30339,0.0069133337,3,0,2015,1,270.846
Song 551,Artist 551,2025-12-31,64.931435,0.6033805,0.9279488,-7.4245887,162.73883,0.01473644,9,0,2025,12,190.239
Song 552,Artist 552,2015-01-01,64.82036,0.8646725,0.70331246,-2.2050345,166.53735,0.069422685,8,1,2015,1,153.743
Song 553,Artist 553,2025-12-31,66.32881,0.82579166,0.7046547,-4.7993565,146.4686,0.08926008,7,0,2025,12,180.924
Song 554,Artist 554,2015-01-01,84.205666,0.36154076,0.48302296,-6.973649,97.15237,0.0633732,2,0,2015,1,291.268
Song 555,Artist 555,2025-12-31,66.80302,0.53563845,0.98964375,-7.71305,110.81958,0.022229105,0,1,2025,12,280.16
Song 556,Artist 556,2025-12-31,56.33765,0.63202274,0.54998374,-6.7701726,124.362816,0.005341376,0,0,2025,12,241.815
Song 557,Artist 557,2025-12-31,74.4613,0.6018795,0.44401845,-8.535291,98.88869,0.061512657,0,0,2025,12,255.312
Song 558,Artist 558,2025-12-31,77.84206,0.41631785,0.79788774,-13.314248,170.7704,0.0047398577,3,0,2025,12,218.86
Song 559,Artist 559,2025-12-31,41.585884,0.81529003,0.75721985,-0.87346625,124.329796,0.061272204,5,1,2025,12,230.399
Song 560,Artist 560,2025-12-31,68.961,0.7061645,0.64908737,-6.534025,50.0,0.022557994,3,1,2025,12,198.795
Song 561,Artist 561,2015-01-01,70.51759,0.80274504,0.65331537,-5.805558,130.18068,0.090465605,10,0,2015,1,201.553
Song 562,Artist 562,2015-01-01,55.53655,0.81525856,0.8710384,-7.173723,109.555275,0.047509268,10,0,2015,1,253.976
Song 563,Artist 563,2015-01-01,80.635605,0.7490135,0.51742756,-9.205351,117.752205,0.022393843,2,1,2015,1,263.566
Song 564,Artist 564,2025-12-31,57.749165,0.56352633,0.892152,-7.5577736,108.94142,0.085314535,7,1,2025,12,269.968
Song 565,Artist 565,2025-12-31,61.883648,0.6663281,0.7892483,-11.798184,144.2114,0.02540354,7,1,2025,12,211.6
Song 566,Artist 566,2025-12-31,57.403923,0.39621925,0.65138185,-0.16874051,153.59064,0.030659908,5,1,2025,12,200.022
Song 567,Artist 567,2025-12-31,60.233685,0.7041873,0.67481714,-10.703536,128.4916,0.08342779,8,0,2025,12,284.271
Song 568,Artist 568,2015-01-01,43.555874,0.40755194,0.55398834,-10.095899,109.82066,0.030879203,11,1,2015,1,200.897
Song 569,Artist 569,2015-01-01,38.39924,0.71636975,0.8512686,-8.320778,118.75988,0.041016378,9,0,2015,1,188.038
Song 570,Artist 570,2025-12-31,83.91758,0.4377589,0.70772487,-3.135773,120.58799,0.034766566,0,1,2025,12,273.323
Song 571,Artist 571,2015-01-01,47.295578,0.37053078,0.5925127,-6.956473,95.9271,0.011640032,7,1,2015,1,270.278
Song 572,Artist 572,2015-01-01,45.129116,0.3991707,0.75763005,-10.708407,137.36786,0.0038895812,5,1,2015,1,261.054
Song 573,Artist 573,2025-12-31,27.699148,0.3011953,0.9974407,-3.236985,133.80127,0.072454065,0,1,2025,12,157.897
Song 574,Artist 574,2015-01-01,50.415573,0.7312438,0.66115737,-4.8069983,166.21324,0.06451371,3,0,2015,1,214.541
Song 575,Artist 575,2025-12-31,40.153652,0.7394406,0.9524149,-5.384695,157.66049,0.028236607,4,0,2025,12,256.968
Song 576,Artist 576,2015-01-01,84.630226,0.60896003,0.6070101,-4.8527975,99.429756,0.029559912,6,0,2015,1,164.892
Song 577,Artist 577,2025-12-31,75.147255,0.39681768,0.43283963,0.1830857,144.60895,0.09450058,7,1,2025,12,289.343
Song 578,Artist 578,2025-12-31,49.677746,0.3501326,0.5225453,-0.44471532,91.4714,0.09876711,8,0,2025,12,174.815
Song 579,Artist 579,2025-12-31,93.78654,0.3114774,0.6512171,-9.060146,140.87796,0.04734349,11,1,2025,12,195.612
Song 580,Artist 580,2025-12-31,74.72648,0.3994489,0.53178096,-2.128345,104.50157,0.080245174,11,1,2025,12,166.267
Song 581,Artist 581,2015-01-01,55.12753,0.8345133,0.40013623,-5.8504953,89.30241,0.073668584,5,0,2015,1,168.268
Song 582,Artist 582,2025-12-31,22.508915,0.44492212,0.9490009,-5.5027127,128.40137,0.029731771,9,1,2025,12,264.463
Song 583,Artist 583,2025-12-31,94.364136,0.5125628,0.90632766,-12.076813,50.0,0.005856271,8,1,2025,12,295.335
Song 584,Artist 584,2025-12-31,39.156414,0.36320728,0.84537536,-7.5111575,67.47073,0.014255626,3,0,2025,12,245.347
Song 585,Artist 585,2015-01-01,35.31902,0.43341678,0.50068873,-9.438471,114.67525,0.08382941,7,1,2015,1,244.542
Song 586,Artist 586,2025-12-31,75.338554,0.6115347,0.47221816,-4.5158234,122.47325,0.073121384,2,1,2025,12,216.612
Song 587,Artist 587,2015-01-01,96.59628,0.66465163,0.44056284,-3.7867584,108.92044,0.06643348,3,0,2015,1,288.307
Song 588,Artist 588,2025-12-31,80.76409,0.44721138,0.8344175,-13.223459,72.61691,0.013064883,9,0,2025,12,238.757
Song 589,Artist 589,2015-01-01,68.45863,0.33463928,0.95728475,-7.0661044,95.46324,0.06399307,3,1,2015,1,297.489
Song 590,Artist 590,2015-01-01,68.92132,0.53461975,0.6583215,-3.6344154,131.73628,0.07721523,5,0,2015,1,248.075
Song 591,Artist 591,2025-12-31,72.80123,0.44052202,0.4714844,-7.5600367,137.45346,0.086060174,8,1,2025,12,184.609
Song 592,Artist 592,2015-01-01,71.38393,0.43173236,0.70743567,-4.812809,119.513306,0.0013231279,5,0,2015,1,252.785
Song 593,Artist 593,2025-12-31,64.21787,0.8759177,0.6092991,-5.9465036,154.70502,0.06844751,0,1,2025,12,173.645
Song 594,Artist 594,2025-12-31,61.563015,0.6697803,0.624895,-5.9750195,131.9219,0.0019097655,4,0,2025,12,212.233
Song 595,Artist 595,2025-12-31,59.061104,0.6341271,0.77279836,-7.813945,97.57633,0.07068729,8,0,2025,12,261.443
Song 596,Artist 596,2015-01-01,48.690533,0.54946506,0.8312309,-10.649742,111.58494,0.06356214,4,1,2015,1,157.771
Song 597,Artist 597,2015-01-01,55.789875,0.5573666,0.46636215,-10.364591,77.91402,0.014834786,5,0,2015,1,252.601
Song 598,Artist 598,2025-12-31,34.605648,0.624543,0.42135414,-4.8719425,116.75583,0.076612175,2,0,2025,12,283.014
Song 599,Artist 599,2025-12-31,58.524906,0.7178579,0.9965982,-6.941625,153.36302,0.0068347617,7,1,2025,12,275.224
Song 600,Artist 600,2015-01-01,45.171135,0.72128767,0.539637,-7.415537,140.5587,0.08263988,9,0,2015,1,233.251
Song 601,Artist 601,2025-12-31,43.44616,0.40301636,0.4322983,-8.27167,162.06027,0.026192924,10,0,2025,12,207.042
Song 602,Artist 602,2025-12-31,62.698414,0.6000677,0.5139252,-7.9155664,110.913445,0.068885185,3,0,2025,12,203.74
Song 603,Artist 603,2025-12-31,80.880035,0.5471749,0.4233747,-3.8592646,160.383,0.09236893,3,1,2025,12,197.024
Song 604,Artist 604,2015-01-01,73.77475,0.82231617,0.63508654,-8.005733,114.200874,0.0339827,10,0,2015,1,206.965
Song 605,Artist 605,2015-01-01,36.44249,0.67885137,0.88144106,-11.023194,164.14755,0.050289407,11,1,2015,1,160.057
Song 606,Artist 606,2015-01-01,45.15558,0.6195024,0.6047467,-4.769045,119.3443,0.046311803,4,1,2015,1,158.983
Song 607,Artist 607,2025-12-31,74.111565,0.3692368,0.66651005,-7.61463,141.21693,0.015761135,9,0,2025,12,280.469
Song 608,Artist 608,2025-12-31,45.262688,0.6633827,0.8053521,-6.9058123,164.25337,0.0590312,8,1,2025,12,169.995
Song 609,Artist 609,2025-12-31,56.630505,0.37032235,0.70533645,-2.1772652,114.197174,0.07430019,7,1,2025,12,264.587
Song 610,Artist 610,2015-01-01,68.25078,0.5023239,0.91686743,-7.0616817,126.55167,0.091687486,6,1,2015,1,188.886
Song 611,Artist 611,2025-12-31,45.474834,0.38570517,0.9196214,-6.132449,158.66591,0.08508026,4,1,2025,12,239.025
Song 612,Artist 612,2025-12-31,61.58063,0.7152442,0.4059464,-10.536771,116.0099,0.051001936,8,0,2025,12,245.149
Song 613,Artist 613,2025-12-31,39.989616,0.42375126,0.8668278,-7.6590085,80.37323,0.07190172,8,0,2025,12,244.02
Song 614,Artist 614,2025-12-31,50.979485,0.5351156,0.6764402,-5.171422,184.2902,0.08007834,9,0,2025,12,152.673
Song 615,Artist 615,2015-01-01,64.79673,0.83740485,0.9933043,-11.6661215,105.90707,0.049348872,9,1,2015,1,227.513
Song 616,Artist 616,2015-01-01,36.105095,0.42258984,0.68993926,-6.3974648,124.76268,0.011542756,1,1,2015,1,173.466
Song 617,Artist 617,2025-12-31,66.607124,0.60468304,0.99213755,-6.6976266,154.6802,0.043793075,3,0,2025,12,242.545
Song 618,Artist 618,2015-01-01,59.705433,0.551563,0.8527416,-6.8761377,101.745186,0.084247805,7,1,2015,1,200.406
Song 619,Artist 619,2015-01-01,68.287346,0.31087443,0.5491629,-3.8885233,89.76396,0.05966414,0,0,2015,1,284.76
Song 620,Artist 620,2025-12-31,63.35871,0.77565485,0.723037,-5.9966846,127.61212,0.07244584,4,1,2025,12,219.284
Song 621,Artist 621,2025-12-31,80.462105,0.34142753,0.9952814,-2.5657842,66.20771,0.018526802,7,0,2025,12,264.579
Song 622,Artist 622,2015-01-01,61.87837,0.584553,0.91451836,-9.980768,111.362816,0.09643377,1,0,2015,1,163.665
Song 623,Artist 623,2025-12-31,53.558918,0.63640696,0.45842013,-6.5922265,127.35116,0.040408053,1,0,2025,12,170.641
Song 624,Artist 624,2015-01-01,61.83446,0.6770559,0.8238232,-6.7465997,111.90144,0.06536355,7,1,2015,1,185.797
Song 625,Artist 625,2025-12-31,68.14947,0.713179,0.6073477,-10.207764,73.69647,0.0018872254,9,0,2025,12,195.95
Song 626,Artist 626,2015-01-01,60.732903,0.45196342,0.40418935,-4.131115,167.82533,0.0127319265,11,1,2015,1,279.554
Song 627,Artist 627,2025-12-31,60.608875,0.30598727,0.6420886,-0.025980083,123.10615,0.078203425,8,1,2025,12,252.339
Song 628,Artist 628,2015-01-01,49.470123,0.7340662,0.54085267,-7.051018,162.93457,0.096796945,6,0,2015,1,263.431
Song 629,Artist 629,2015-01-01,50.056488,0.621394,0.89132154,-5.4849367,112.19891,0.032005537,7,0,2015,1,290.71
Song 630,Artist 630,2015-01-01,38.960922,0.8016706,0.60239834,-6.7464447,93.59964,0.0037180735,4,1,2015,1,171.173
Song 631,Artist 631,2025-12-31,86.24365,0.79283303,0.89651424,-9.140754,128.07542,0.03608666,0,1,2025,12,294.294
Song 632,Artist 632,2015-01-01,41.342052,0.8059957,0.40035877,-12.462281,113.52638,0.0017468131,3,0,2015,1,168.095
Song 633,Artist 633,2015-01-01,49.606422,0.5910568,0.58469146,-9.11732,84.66716,0.01923731,1,0,2015,1,273.554
Song 634,Artist 634,2025-12-31,49.223892,0.500177,0.54469913,-11.175875,164.09352,0.0752472,2,1,2025,12,282.511
Song 635,Artist 635,2025-12-31,73.42387,0.77493495,0.5401404,-1.8876938,101.331894,0.09370884,11,0,2025,12,275.614
Song 636,Artist 636,2015-01-01,55.575756,0.57077646,0.44091198,-7.3453293,64.79201,0.0087449085,2,0,2015,1,286.447
Song 637,Artist 637,2015-01-01,78.71613,0.41006532,0.51227456,-8.037758,159.84499,0.055790078,8,0,2015,1,239.023
